"persona_id","account_name","name","role","role_label","batch","experience","years_in_pool_world","tech_comfort","urgency","device","connection","accessibility_need","language","current_workflow","company_size","primary_goal","completed_first_value","wow_moment","time_to_value_seconds","ease_score","clarity_score","trust_score","usefulness_score","use_again_score","pain_points","positive_signals","simulated_feedback","evidence_type","persistence"
"DEMO-TEST-SL-HOMEOWNER-445","DEMO TEST Homeowner 445","Jamie Garcia","homeowner","Homeowner","5","6-10 years","10","2","2","Android","good","none","English","manufacturer manuals","shared household","check a basic dosing input","true","false","85","62.1","64.4","75.5","56","55.3","technical_navigation_remains_too_broad_for_homeowner_mode|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-446","DEMO TEST Homeowner 446","Casey Reed","homeowner","Homeowner","5","21+ years","26","3","4","desktop","good","limited dexterity","English","CRM plus manuals","multi-property","estimate pool volume","true","true","97.7","66.7","58.2","83.6","70","76.4","technical_navigation_remains_too_broad_for_homeowner_mode|some_secondary_controls_are_smaller_than_primary_field_actions|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The volume and turnover math are immediate but the full technical nav remains visible made the value click. The first improvement I would ask for is technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-447","DEMO TEST Homeowner 447","Jamie Kim","homeowner","Homeowner","5","11-20 years","12","4","5","iPhone","good","high cognitive load","English","texting a senior tech","single pool","estimate pool volume","true","false","88.9","60.2","56.8","76.6","54.5","54.6","technical_navigation_remains_too_broad_for_homeowner_mode|too_many_tools_visible_after_role_choice|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-448","DEMO TEST Homeowner 448","Avery Miller","homeowner","Homeowner","5","11-20 years","18","1","1","iPhone","offline-first","none","English","paper notes","shared household","know when to stop and call a pro","true","true","73.4","63.8","64.6","73.7","70.4","74.2","technical_navigation_remains_too_broad_for_homeowner_mode","volume and turnover math gives a useful answer without an account|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The volume and turnover math are immediate but the full technical nav remains visible made the value click. The first improvement I would ask for is technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-449","DEMO TEST Homeowner 449","Cameron Kim","homeowner","Homeowner","5","2-5 years","3","2","4","Android","offline-first","none","Spanish-first","CRM plus manuals","multi-property","know when to stop and call a pro","true","false","98.2","57.4","63.5","66.3","55","52.3","technical_navigation_remains_too_broad_for_homeowner_mode|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-450","DEMO TEST Homeowner 450","Jamie Reed","homeowner","Homeowner","5","11-20 years","19","2","1","Android","good","none","English","paper notes","professionally managed","estimate pool volume","true","false","75.6","77.6","75.8","79.2","60.8","59.3","technical_navigation_remains_too_broad_for_homeowner_mode|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-451","DEMO TEST Homeowner 451","Drew Kim","homeowner","Homeowner","5","11-20 years","11","3","5","Android","good","limited dexterity","English/Spanish","Google search","single pool","understand turnover time","true","true","83.5","59.3","57.3","66.6","68.4","71.1","technical_navigation_remains_too_broad_for_homeowner_mode|some_secondary_controls_are_smaller_than_primary_field_actions|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The volume and turnover math are immediate but the full technical nav remains visible made the value click. The first improvement I would ask for is technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-452","DEMO TEST Homeowner 452","Jordan Walker","homeowner","Homeowner","5","6-10 years","9","5","3","Android","good","none","English","texting a senior tech","multi-property","estimate pool volume","false","false","80.6","76.5","70.3","67.9","59.8","55.8","technical_navigation_remains_too_broad_for_homeowner_mode|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-453","DEMO TEST Homeowner 453","Avery Kim","homeowner","Homeowner","5","21+ years","23","2","1","desktop","good","none","English/Spanish","CRM plus manuals","shared household","estimate pool volume","false","false","72","70.1","67.6","76.2","58.1","56.8","technical_navigation_remains_too_broad_for_homeowner_mode|language_choice_not_part_of_first_use_role_step","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-454","DEMO TEST Homeowner 454","Casey Patel","homeowner","Homeowner","5","6-10 years","7","2","3","Android","good","none","English","texting a senior tech","HOA or rental","know when to stop and call a pro","true","true","99.9","62.3","62.4","76.5","69.8","74.5","technical_navigation_remains_too_broad_for_homeowner_mode|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The volume and turnover math are immediate but the full technical nav remains visible made the value click. The first improvement I would ask for is technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-455","DEMO TEST Homeowner 455","Riley Walker","homeowner","Homeowner","5","0-1 years","1","1","3","tablet or rugged device","spotty","none","English/Spanish","Google search","single pool","estimate pool volume","true","true","90.6","68.8","58.9","67.1","70.5","72.6","technical_navigation_remains_too_broad_for_homeowner_mode|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The volume and turnover math are immediate but the full technical nav remains visible made the value click. The first improvement I would ask for is technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-456","DEMO TEST Homeowner 456","Alex Reed","homeowner","Homeowner","5","2-5 years","5","5","1","Android","spotty","none","English","Google search","HOA or rental","prepare a clear note for a pro","true","true","82.6","79.4","80.5","68.3","75.9","76.4","technical_navigation_remains_too_broad_for_homeowner_mode|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The volume and turnover math are immediate but the full technical nav remains visible made the value click. The first improvement I would ask for is technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-457","DEMO TEST Homeowner 457","Drew Reed","homeowner","Homeowner","5","11-20 years","17","5","4","iPhone","good","high cognitive load","English","manufacturer manuals","shared household","understand turnover time","true","false","73.6","69.1","64.9","71.7","57.5","55.3","technical_navigation_remains_too_broad_for_homeowner_mode|too_many_tools_visible_after_role_choice","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-458","DEMO TEST Homeowner 458","Drew Patel","homeowner","Homeowner","5","0-1 years","0","3","3","iPhone","good","screen reader","English","memory and photos","professionally managed","understand turnover time","false","false","85.2","62.1","62.5","80.6","55.7","56.4","technical_navigation_remains_too_broad_for_homeowner_mode|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-459","DEMO TEST Homeowner 459","Drew Garcia","homeowner","Homeowner","5","6-10 years","7","5","4","Android","good","none","English","memory and photos","shared household","check a basic dosing input","true","true","74.2","76.8","67.7","74.6","73.5","76.4","technical_navigation_remains_too_broad_for_homeowner_mode","volume and turnover math gives a useful answer without an account|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The volume and turnover math are immediate but the full technical nav remains visible made the value click. The first improvement I would ask for is technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-460","DEMO TEST Homeowner 460","Jordan Diaz","homeowner","Homeowner","5","2-5 years","2","3","4","Android","spotty","low vision","Spanish-first","CRM plus manuals","multi-property","estimate pool volume","true","false","109.3","51.3","59.6","77.8","53.2","54","technical_navigation_remains_too_broad_for_homeowner_mode|dense_small_supporting_copy|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-461","DEMO TEST Homeowner 461","Avery Miller","homeowner","Homeowner","5","11-20 years","12","3","3","desktop","good","limited dexterity","English","manufacturer manuals","multi-property","check a basic dosing input","true","true","76.4","70.1","61.9","79.5","71.2","76.2","technical_navigation_remains_too_broad_for_homeowner_mode|some_secondary_controls_are_smaller_than_primary_field_actions|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The volume and turnover math are immediate but the full technical nav remains visible made the value click. The first improvement I would ask for is technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-462","DEMO TEST Homeowner 462","Casey Diaz","homeowner","Homeowner","5","2-5 years","5","3","3","Android","spotty","none","English","texting a senior tech","multi-property","estimate pool volume","true","true","72.8","73.9","70.1","73.6","73.3","76","technical_navigation_remains_too_broad_for_homeowner_mode","volume and turnover math gives a useful answer without an account|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The volume and turnover math are immediate but the full technical nav remains visible made the value click. The first improvement I would ask for is technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-463","DEMO TEST Homeowner 463","Morgan Walker","homeowner","Homeowner","5","21+ years","35","1","1","iPhone","good","none","English/Spanish","memory and photos","single pool","understand turnover time","true","true","87.1","70.5","61.7","88.3","71.3","78.4","technical_navigation_remains_too_broad_for_homeowner_mode|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The volume and turnover math are immediate but the full technical nav remains visible made the value click. The first improvement I would ask for is technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-464","DEMO TEST Homeowner 464","Jamie Brooks","homeowner","Homeowner","5","6-10 years","8","4","1","desktop","good","none","English/Spanish","paper notes","shared household","prepare a clear note for a pro","true","false","71.1","77.2","69.4","70.4","59.8","56.5","technical_navigation_remains_too_broad_for_homeowner_mode|language_choice_not_part_of_first_use_role_step","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-465","DEMO TEST Homeowner 465","Cameron Patel","homeowner","Homeowner","5","11-20 years","16","4","5","iPhone","good","none","English","texting a senior tech","single pool","know when to stop and call a pro","false","false","68.5","79.3","72.1","77.9","60.6","58.9","technical_navigation_remains_too_broad_for_homeowner_mode","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-466","DEMO TEST Homeowner 466","Cameron Patel","homeowner","Homeowner","5","11-20 years","19","4","5","desktop","good","hearing or speech","English","manufacturer manuals","single pool","check a basic dosing input","true","true","86.2","76.3","64.2","66.9","72.8","74.1","technical_navigation_remains_too_broad_for_homeowner_mode|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The volume and turnover math are immediate but the full technical nav remains visible made the value click. The first improvement I would ask for is technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-467","DEMO TEST Homeowner 467","Avery Patel","homeowner","Homeowner","5","6-10 years","6","4","2","tablet or rugged device","good","none","English","paper notes","professionally managed","check a basic dosing input","true","false","76.1","83.9","65.9","69.5","60.6","56.8","technical_navigation_remains_too_broad_for_homeowner_mode|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-468","DEMO TEST Homeowner 468","Alex Reed","homeowner","Homeowner","5","2-5 years","3","4","5","desktop","good","limited dexterity","English/Spanish","texting a senior tech","professionally managed","check a basic dosing input","true","true","98.6","65.5","58.1","81.1","69.8","75.6","technical_navigation_remains_too_broad_for_homeowner_mode|some_secondary_controls_are_smaller_than_primary_field_actions|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The volume and turnover math are immediate but the full technical nav remains visible made the value click. The first improvement I would ask for is technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-469","DEMO TEST Homeowner 469","Avery Reed","homeowner","Homeowner","5","6-10 years","7","4","3","tablet or rugged device","good","none","English","memory and photos","single pool","understand turnover time","true","false","71.8","74.7","69.4","76.8","59.3","57.7","technical_navigation_remains_too_broad_for_homeowner_mode","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-470","DEMO TEST Homeowner 470","Jamie Johnson","homeowner","Homeowner","5","6-10 years","8","1","2","Android","good","hearing or speech","Spanish-first","manufacturer manuals","single pool","estimate pool volume","true","false","84.6","56.2","49.1","74.2","52.6","52.7","technical_navigation_remains_too_broad_for_homeowner_mode|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-471","DEMO TEST Homeowner 471","Jamie Patel","homeowner","Homeowner","5","21+ years","28","3","4","tablet or rugged device","good","limited dexterity","English","CRM plus manuals","multi-property","know when to stop and call a pro","true","true","88.1","71.2","59.5","88.2","71.1","78.3","technical_navigation_remains_too_broad_for_homeowner_mode|some_secondary_controls_are_smaller_than_primary_field_actions|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The volume and turnover math are immediate but the full technical nav remains visible made the value click. The first improvement I would ask for is technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-472","DEMO TEST Homeowner 472","Avery Reed","homeowner","Homeowner","5","21+ years","25","2","5","Android","spotty","high cognitive load","English","Google search","single pool","understand turnover time","true","true","107.1","49.7","59","77.2","66.7","72.7","technical_navigation_remains_too_broad_for_homeowner_mode|too_many_tools_visible_after_role_choice|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The volume and turnover math are immediate but the full technical nav remains visible made the value click. The first improvement I would ask for is technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-473","DEMO TEST Homeowner 473","Riley Brooks","homeowner","Homeowner","5","2-5 years","4","1","2","tablet or rugged device","offline-first","low vision","English","paper notes","HOA or rental","know when to stop and call a pro","true","false","87.4","57.6","58.2","78.5","54.2","54.9","technical_navigation_remains_too_broad_for_homeowner_mode|dense_small_supporting_copy|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-474","DEMO TEST Homeowner 474","Casey Brooks","homeowner","Homeowner","5","2-5 years","2","1","4","iPhone","offline-first","none","English","paper notes","single pool","check a basic dosing input","true","false","99.1","63.1","56.5","67.8","55.1","52.7","technical_navigation_remains_too_broad_for_homeowner_mode|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-475","DEMO TEST Homeowner 475","Morgan Brooks","homeowner","Homeowner","5","0-1 years","1","1","3","Android","spotty","low vision","Spanish-first","CRM plus manuals","multi-property","check a basic dosing input","false","false","99.2","44.9","49.4","81.9","50.3","53.2","technical_navigation_remains_too_broad_for_homeowner_mode|dense_small_supporting_copy|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-476","DEMO TEST Homeowner 476","Jamie Kim","homeowner","Homeowner","5","2-5 years","5","5","5","iPhone","good","low vision","English","Google search","professionally managed","understand turnover time","false","false","92.8","74.6","59.5","78.5","57.8","57.2","technical_navigation_remains_too_broad_for_homeowner_mode|dense_small_supporting_copy|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-477","DEMO TEST Homeowner 477","Casey Walker","homeowner","Homeowner","5","6-10 years","8","5","3","desktop","offline-first","none","English","Google search","professionally managed","check a basic dosing input","true","false","81.1","76.8","73.7","79.1","60.4","59","technical_navigation_remains_too_broad_for_homeowner_mode|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-478","DEMO TEST Homeowner 478","Morgan Patel","homeowner","Homeowner","5","6-10 years","9","1","4","Android","good","none","English","CRM plus manuals","professionally managed","know when to stop and call a pro","true","false","87.9","66.5","59.9","78","56.3","56.1","technical_navigation_remains_too_broad_for_homeowner_mode|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-479","DEMO TEST Homeowner 479","Morgan Walker","homeowner","Homeowner","5","2-5 years","4","1","2","desktop","good","none","Spanish-first","CRM plus manuals","shared household","understand turnover time","false","false","87.5","60.1","61.8","71.3","55.2","53.7","technical_navigation_remains_too_broad_for_homeowner_mode|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-480","DEMO TEST Homeowner 480","Cameron Kim","homeowner","Homeowner","5","0-1 years","1","5","1","iPhone","good","none","English","paper notes","single pool","understand turnover time","true","true","68.6","85.2","75.8","72.8","76.4","77.8","technical_navigation_remains_too_broad_for_homeowner_mode","volume and turnover math gives a useful answer without an account|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The volume and turnover math are immediate but the full technical nav remains visible made the value click. The first improvement I would ask for is technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-481","DEMO TEST Homeowner 481","Casey Garcia","homeowner","Homeowner","5","0-1 years","0","3","3","Android","offline-first","screen reader","English","paper notes","shared household","understand turnover time","false","false","88.6","66.3","66.9","77.7","57.2","56.6","technical_navigation_remains_too_broad_for_homeowner_mode|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-482","DEMO TEST Homeowner 482","Taylor Johnson","homeowner","Homeowner","5","21+ years","23","2","5","iPhone","good","hearing or speech","English","CRM plus manuals","single pool","understand turnover time","true","true","93.8","54.5","60","87.2","67.8","75.9","technical_navigation_remains_too_broad_for_homeowner_mode|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The volume and turnover math are immediate but the full technical nav remains visible made the value click. The first improvement I would ask for is technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-483","DEMO TEST Homeowner 483","Casey Reed","homeowner","Homeowner","5","6-10 years","8","3","2","iPhone","spotty","none","English","Google search","multi-property","know when to stop and call a pro","false","false","84.2","74.1","69.6","71.5","59.2","56.4","technical_navigation_remains_too_broad_for_homeowner_mode|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-484","DEMO TEST Homeowner 484","Casey Nguyen","homeowner","Homeowner","5","2-5 years","4","4","2","iPhone","good","none","Spanish-first","memory and photos","shared household","prepare a clear note for a pro","true","true","90.1","67.1","70.9","77.7","72","76.2","technical_navigation_remains_too_broad_for_homeowner_mode|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The volume and turnover math are immediate but the full technical nav remains visible made the value click. The first improvement I would ask for is technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-485","DEMO TEST Homeowner 485","Cameron Garcia","homeowner","Homeowner","5","11-20 years","17","5","3","tablet or rugged device","good","limited dexterity","English","texting a senior tech","professionally managed","check a basic dosing input","true","false","68.6","74.6","70.4","72.8","59.4","56.8","technical_navigation_remains_too_broad_for_homeowner_mode|some_secondary_controls_are_smaller_than_primary_field_actions","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-486","DEMO TEST Homeowner 486","Riley Walker","homeowner","Homeowner","5","0-1 years","0","1","2","iPhone","offline-first","hearing or speech","English","Google search","shared household","prepare a clear note for a pro","false","false","99","61.3","63.9","73.8","55.8","54.7","technical_navigation_remains_too_broad_for_homeowner_mode|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-HOMEOWNER-487","DEMO TEST Homeowner 487","Jordan Brooks","homeowner","Homeowner","5","2-5 years","2","1","2","iPhone","spotty","none","English","Google search","HOA or rental","check a basic dosing input","false","false","75.5","65","62.3","78","56.3","56.1","technical_navigation_remains_too_broad_for_homeowner_mode|value_requires_too_many_first_session_decisions","volume and turnover math gives a useful answer without an account","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: technical navigation remains too broad for homeowner mode.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
